timestamp,T_room,T_supply,T_amb,Q_heat,Q_gains,Q_sol,SOC
2025-12-03 09:00:00,22.0,38.574113080197165,5.917652133114264,4033.744022310521,9234.199,8370.439,0.0
2025-12-03 10:00:00,22.0,39.508837694764836,4.879069228039071,5088.674222311594,9855.711,8991.951,0.0
2025-12-03 11:00:00,22.0,37.41488025159929,7.20568860933412,2725.433851954962,8705.1122,7697.3922,0.0
2025-12-03 12:00:00,22.0,36.85731583474646,7.825204628059487,2096.1666510948535,10626.014,9474.334,0.0
2025-12-03 13:00:00,22.0,37.00513686524448,7.660959038617244,2262.9974661149213,7690.4445,6682.7245,0.0
2025-12-03 14:00:00,22.0,38.770188759321684,5.699790267420356,4255.035033770453,1299.3,435.54,0.0
2025-12-03 15:00:00,22.0,41.42635826063912,2.748490821512087,7252.787932957312,888.75,24.99,0.0
2025-12-03 16:00:00,22.0,41.40144349475528,2.776173894716359,7224.669128180807,863.76,0.0,0.0
2025-12-03 17:00:00,22.0,40.09696825463841,4.2255908281795405,5752.438372184913,1439.6,0.0,0.0
2025-12-03 18:00:00,22.0,37.69213784966759,6.897624611480454,3038.346777134841,1727.52,0.0,0.0
2025-12-03 19:00:00,22.0,43.64504595112682,0.2832822765257531,9756.798860441728,2015.44,0.0,0.0
2025-12-03 20:00:00,22.0,43.07949217890135,0.9116753567762812,9118.51487310806,1727.52,0.0,0.0
2025-12-03 21:00:00,22.0,45.6464790157345,-1.9405322397049956,12015.616217157958,1439.6,0.0,0.0
2025-12-03 22:00:00,22.0,46.97083213327236,-3.412035703635955,13510.281145611187,1151.68,0.0,0.0
2025-12-03 23:00:00,22.0,46.7947015290799,-3.2163350323109983,13311.500145719578,863.76,0.0,0.0
2025-12-04 00:00:00,22.0,49.44844955806481,-6.164943953405343,16306.520171231945,575.84,0.0,0.0
2025-12-04 01:00:00,22.0,43.141149861406696,0.8431668206592282,9188.101733583599,575.84,0.0,0.0
2025-12-04 02:00:00,22.0,49.23192590887028,-5.924362120966982,16062.151580751,575.84,0.0,0.0
2025-12-04 03:00:00,22.0,45.12047522699271,-1.3560835855474551,11421.968341183974,575.84,0.0,0.0
2025-12-04 04:00:00,22.0,46.0206302116301,-2.356255790700109,12437.883256845731,575.84,0.0,0.0
2025-12-04 05:00:00,22.0,44.62363295002105,-0.8040366111344919,10861.232147393755,575.84,0.0,0.0
2025-12-04 06:00:00,22.0,39.6222592124704,4.753045319477335,5216.68174719409,1439.6,0.0,0.0
2025-12-04 07:00:00,22.0,40.80633085557442,3.437410160472867,6553.025003601294,1938.15,210.63,0.0
2025-12-04 08:00:00,22.0,42.03771308652706,2.069207681636599,7942.762989454444,2798.3037,1358.7037,0.0
2025-12-04 09:00:00,22.0,40.61554642622215,3.649392859753168,6337.7056966343225,3712.083,2848.323,0.0
2025-12-04 10:00:00,22.0,40.360174743171775,3.933139174253583,6049.493215143667,5116.1302,4252.3702,0.0
2025-12-04 11:00:00,22.0,38.70104923510134,5.776611960998512,4177.004166735369,4745.3981,3737.6781,0.0
2025-12-04 12:00:00,22.0,38.18879496738215,6.345783369575385,3598.874000187496,2929.54,1777.86,0.0
2025-12-04 13:00:00,21.909921249836337,35.21063243354795,9.654852851613391,237.7197645022163,1903.79,896.07,0.0
2025-12-04 14:00:00,22.0,42.4316499251719,1.6315000831423414,8387.360105549003,1113.66,249.9,0.0
2025-12-04 15:00:00,22.0,39.617077754292744,4.7588024952302845,5210.833953494792,885.18,21.42,0.0
2025-12-04 16:00:00,22.0,40.868021846562144,3.368864614930956,6622.649456030036,863.76,0.0,0.0
2025-12-04 17:00:00,22.0,39.464464087740716,4.928373235843648,5038.594169424172,1439.6,0.0,0.0
2025-12-04 18:00:00,22.0,41.46132738727889,2.709636236356787,7292.254089282958,1727.52,0.0,0.0
2025-12-04 19:00:00,22.0,41.969096587762174,2.145448235819808,7865.32240894839,2015.44,0.0,0.0
2025-12-04 20:00:00,22.0,43.27884486517285,0.6901723720301662,9343.50431483408,1727.52,0.0,0.0
2025-12-04 21:00:00,22.0,46.323168437781945,-2.692409375313268,12779.327898880705,1439.6,0.0,0.0
2025-12-04 22:00:00,22.0,43.03741355993655,0.9584293778482724,9071.024943744394,1151.68,0.0,0.0
2025-12-04 23:00:00,22.0,44.14002414633244,-0.2666934959249354,10315.431251550797,863.76,0.0,0.0
2025-12-05 00:00:00,22.0,44.05204637489546,-0.1689404165505139,10216.139538707019,575.84,0.0,0.0
2025-12-05 01:00:00,22.0,43.30204266772775,0.6643970358580562,9369.685354797537,575.84,0.0,0.0
2025-12-05 02:00:00,22.0,44.46587627245045,-0.6287514138338348,10683.18796108758,575.84,0.0,0.0
2025-12-05 03:00:00,22.0,41.979798084860086,2.133557683488796,7877.400118573094,575.84,0.0,0.0
2025-12-05 04:00:00,22.0,43.220248770784046,0.7552791435732824,9277.372762706875,575.84,0.0,0.0
2025-12-05 05:00:00,22.0,43.42605402081337,0.5266066435406997,9509.644567889967,575.84,0.0,0.0
2025-12-05 06:00:00,22.0,42.11188703887006,1.9867921790332703,8026.475712068749,1439.6,0.0,0.0
2025-12-05 07:00:00,22.0,41.21117022027593,2.98758864413785,7009.926710603418,1838.19,110.67,0.0
2025-12-05 08:00:00,22.0,41.23490437976298,2.9612173558189143,7036.713083000501,2719.5179,1279.9179,0.0
2025-12-05 09:00:00,22.0,36.617015660662034,8.092204821486632,1824.9638746231717,2360.2361,1496.4761,0.0
2025-12-05 10:00:00,22.0,38.44897688846942,6.0566923461450894,3892.5153163265845,2259.63,1395.87,0.0
2025-12-05 11:00:00,22.0,38.452137768860126,6.053180256822086,3896.082685935539,2321.48,1313.76,0.0
2025-12-05 12:00:00,22.0,37.80110634113242,6.776548509852868,3161.3286166020466,2619.3071,1467.6271,0.0
2025-12-05 13:00:00,21.956695703929835,33.258928895232486,11.823412338630568,0.0,2077.2311,1069.5111,0.0
2025-12-05 14:00:00,22.0,41.01941208585541,3.2006532379384365,6793.508480096413,1178.515,314.755,0.0
2025-12-05 15:00:00,22.0,41.07548490881773,3.1383501013136383,6856.792268091689,935.16,71.4,0.0
2025-12-05 16:00:00,22.0,42.78502783140459,1.2388579651060074,8786.182410523223,863.76,0.0,0.0
2025-12-05 17:00:00,22.0,41.5869300668148,2.570077703539112,7434.009273407186,1439.6,0.0,0.0
2025-12-05 18:00:00,22.0,41.65806680201075,2.491036886654721,7514.294192749335,1727.52,0.0,0.0
2025-12-05 19:00:00,22.0,43.869329095383016,0.0340787829077621,10009.924817049272,2015.44,0.0,0.0
2025-12-05 20:00:00,22.0,44.87150823667318,-1.079453596303539,11140.984195909352,1727.52,0.0,0.0
2025-12-05 21:00:00,22.0,44.389255652340935,-0.5436173914899238,10596.71392923198,1439.6,0.0,0.0
2025-12-05 22:00:00,22.0,46.12148553831744,-2.4683172647971485,12551.70857854506,1151.68,0.0,0.0
2025-12-05 23:00:00,22.0,45.01901648571154,-1.243351650790597,11307.462005774045,863.76,0.0,0.0
2025-12-06 00:00:00,22.0,43.694378175863314,0.2284686934852087,9812.475209279337,575.84,0.0,0.0
2025-12-06 01:00:00,22.0,44.358678128999195,-0.5096423655546605,10562.204136388493,575.84,0.0,0.0
2025-12-06 02:00:00,22.0,43.631867428726615,0.2979250791926502,9741.925580060859,575.84,0.0,0.0
2025-12-06 03:00:00,22.0,42.69093127155948,1.3434096982672492,8679.985033082028,575.84,0.0,0.0
2025-12-06 04:00:00,22.0,43.39090931178633,0.565656320237406,9469.980249282055,575.84,0.0,0.0
2025-12-06 05:00:00,22.0,43.31730240924666,0.6474417675037147,9386.907499075778,575.84,0.0,0.0
2025-12-06 06:00:00,22.0,43.49005552758975,0.4554938582336088,9581.876668437797,1439.6,0.0,0.0
2025-12-06 07:00:00,22.0,41.87237213217522,2.252919853138641,7756.159188372957,1864.965,137.445,0.0
2025-12-06 08:00:00,22.0,41.242633958818416,2.952628934646211,7045.436685922466,2535.215,1095.615,0.0
2025-12-06 09:00:00,22.0,38.23740539981079,6.291771777988013,3653.7357342264577,4493.8886,3342.2086,0.0
2025-12-06 10:00:00,22.0,38.35809994810647,6.1576667243261465,3789.9516014329633,2962.1731,1810.4931,0.0
2025-12-06 11:00:00,22.0,37.36850287247361,7.257219030584876,2673.0923418737198,2903.9181,1608.2781,0.0
2025-12-06 12:00:00,22.0,40.58860634098028,3.679326287799697,6307.301116430342,2353.52,913.92,0.0
2025-12-06 13:00:00,22.0,36.04551795372541,8.727202273638431,1179.971562574496,2172.2853,876.6453,0.0
2025-12-06 14:00:00,22.0,39.75087321508819,4.61014087212423,5361.835510548533,1576.51,424.83,0.0
2025-12-06 15:00:00,22.0,41.53444554346282,2.6283938405968645,7374.775240352143,1183.81,32.13,0.0
2025-12-06 16:00:00,22.0,41.090591976679264,3.1215644703563745,6873.842104880217,1151.68,0.0,0.0
2025-12-06 17:00:00,22.0,36.69747265097341,8.002808165585101,1915.7676338885904,1727.52,0.0,0.0
2025-12-06 18:00:00,22.0,42.79789035968482,1.224566267016865,8800.69905994029,2015.44,0.0,0.0
2025-12-06 19:00:00,22.0,43.61692221101674,0.3145308766480659,9725.058407353497,2159.4,0.0,0.0
2025-12-06 20:00:00,22.0,44.24578842513341,-0.384209361259351,10434.79681660557,2015.44,0.0,0.0
2025-12-06 21:00:00,22.0,44.91310110244819,-1.1256678916090992,11187.925904223026,1727.52,0.0,0.0
2025-12-06 22:00:00,22.0,46.62434837206624,-3.027053746740262,13119.239572713956,1439.6,0.0,0.0
2025-12-06 23:00:00,22.0,45.31954942486961,-1.5772771387440123,11646.64348090784,1151.68,0.0,0.0
2025-12-07 00:00:00,22.0,43.763929165243006,0.1511898163966605,9890.970455893257,575.84,0.0,0.0
2025-12-07 01:00:00,22.0,45.01161220677898,-1.235124674198859,11299.105536570756,575.84,0.0,0.0
2025-12-07 02:00:00,22.0,47.21778899164396,-3.6864322129377256,13788.996655969371,575.84,0.0,0.0
2025-12-07 03:00:00,22.0,45.265407041152244,-1.5171189346136067,11585.538386644424,575.84,0.0,0.0
2025-12-07 04:00:00,22.0,44.892749320182936,-1.1030548002032592,11164.956882758463,575.84,0.0,0.0
2025-12-07 05:00:00,22.0,42.93645751954644,1.0706027560595193,8957.08595656011,575.84,0.0,0.0
2025-12-07 06:00:00,22.0,39.70518699118783,4.660903343124634,5310.274038254585,1439.6,0.0,0.0
2025-12-07 07:00:00,22.0,41.43624047046852,2.737510588368317,7263.9409949707715,1763.22,35.7,0.0
2025-12-07 08:00:00,22.0,40.4586787639667,3.8236902622592175,6160.664853012821,1796.6,357.0,0.0
2025-12-07 09:00:00,22.0,36.35465491385346,8.383716762385049,1528.8635357750136,1882.1236,730.4436,0.0
2025-12-07 10:00:00,22.0,37.40513776136703,7.216513598481075,2714.43847747883,1814.7581,663.0781,0.0
2025-12-07 11:00:00,22.0,37.58932071756759,7.011865869369343,2922.3073618467806,2395.2,1099.56,0.0
2025-12-07 12:00:00,21.937721491878605,34.9753630924568,9.916263230603551,0.0,2357.09,917.49,0.0
2025-12-07 13:00:00,22.0,37.74100676673013,6.843325814744299,3093.5002369316258,2222.3666,926.7266,0.0
2025-12-07 14:00:00,22.0,42.55805740193556,1.4910473311827106,8530.02358382447,1426.57,274.89,0.0
2025-12-07 15:00:00,22.0,38.05561722354378,6.493758640506911,3448.5695984915073,1169.53,17.85,0.0
2025-12-07 16:00:00,22.0,43.16561522281357,0.8159830857626997,9215.713340467397,1151.68,0.0,0.0
2025-12-07 17:00:00,22.0,40.35464177418252,3.939286917574979,6043.2487063423905,1727.52,0.0,0.0
2025-12-07 18:00:00,22.0,45.18473843343263,-1.4274871482584794,11494.495795972065,2015.44,0.0,0.0
2025-12-07 19:00:00,22.0,43.87208830108893,0.0310129987900779,10013.038856608968,2159.4,0.0,0.0
2025-12-07 20:00:00,22.0,44.55481215329777,-0.7275690592197412,10783.560996211861,2015.44,0.0,0.0
2025-12-07 21:00:00,22.0,46.03179880528873,-2.368665339209695,12450.488131648863,1727.52,0.0,0.0
2025-12-07 22:00:00,22.0,45.84562504856814,-2.1618056095201537,12240.372429814002,1439.6,0.0,0.0
2025-12-07 23:00:00,22.0,43.718721877991655,0.2014201355648315,9839.949511501383,1151.68,0.0,0.0
2025-12-08 00:00:00,22.0,46.9851152418872,-3.4279058243191067,13526.401061993896,575.84,0.0,0.0
2025-12-08 01:00:00,22.0,44.59607939152167,-0.7734215461351914,10830.135201271358,575.84,0.0,0.0
2025-12-08 02:00:00,22.0,46.95586080491712,-3.395400894352355,13493.384504429467,575.84,0.0,0.0
2025-12-08 03:00:00,22.0,44.986683649777405,-1.207426277530448,11270.97116713878,575.84,0.0,0.0
2025-12-08 04:00:00,22.0,43.31708932061059,0.6476785326549008,9386.667007241114,575.84,0.0,0.0
2025-12-08 05:00:00,22.0,44.82549971228248,-1.0283330136472024,11089.058975282007,575.84,0.0,0.0
2025-12-08 06:00:00,22.0,44.46109677923924,-0.6234408658213799,10677.79382504941,1439.6,0.0,0.0
2025-12-08 07:00:00,22.0,40.28287076658893,4.01903248156786,5962.247947172265,1741.8,14.28,0.0
2025-12-08 08:00:00,22.0,38.27845528118685,6.246160798681277,3700.0646303474805,1653.8,214.2,0.0
2025-12-08 09:00:00,22.0,39.6967326228057,4.670297085771446,5300.732438098511,1442.1,578.34,0.0
2025-12-08 10:00:00,22.0,39.80547177817809,4.549475802024346,5423.455448851791,2479.1065,1615.3465,0.0
2025-12-08 11:00:00,22.0,38.34245132752026,6.175054080533046,3772.2905682393643,6642.0785,5634.3585,0.0
2025-12-08 12:00:00,22.0,38.400136146222316,6.1109598375307606,3837.3936546265063,6829.2523,5677.5723,0.0
2025-12-08 13:00:00,22.0,38.1854424520791,6.349508386578775,3595.0903514164743,5410.7798,4403.0598,0.0
2025-12-08 14:00:00,22.0,43.53314972694071,0.4076114145103267,9630.512781825282,1573.0,709.24,0.0
2025-12-08 15:00:00,22.0,41.478803311827164,2.6902185424142635,7311.977417728139,949.44,85.68,0.0
2025-12-08 16:00:00,22.0,41.82141418978634,2.3095397891262923,7698.6480545928625,863.76,0.0,0.0
2025-12-08 17:00:00,22.0,40.89668970631011,3.3370114374332087,6655.004002541595,1439.6,0.0,0.0
2025-12-08 18:00:00,22.0,41.76541980947992,2.371755767244533,7635.4527969790415,1727.52,0.0,0.0
2025-12-08 19:00:00,22.0,41.88662368273781,2.237084796957989,7772.243488337896,2015.44,0.0,0.0
2025-12-08 20:00:00,22.0,43.43635285142121,0.5151634984208747,9521.267828113982,1727.52,0.0,0.0
2025-12-08 21:00:00,22.0,46.98690753896878,-3.42989726552086,13528.423848480166,1439.6,0.0,0.0
2025-12-08 22:00:00,22.0,42.613083141970876,1.4299076200323668,8592.12563402833,1151.68,0.0,0.0
2025-12-08 23:00:00,22.0,43.28788002848039,0.6801333016884592,9353.701400142967,863.76,0.0,0.0
2025-12-09 00:00:00,22.0,47.964755122048466,-4.516394580053852,14632.0226307439,575.84,0.0,0.0
2025-12-09 01:00:00,22.0,44.978463444767115,-1.1982927164079076,11261.693843764167,575.84,0.0,0.0
2025-12-09 02:00:00,22.0,46.289455347061406,-2.6549503856237857,12741.279304693504,575.84,0.0,0.0
2025-12-09 03:00:00,22.0,44.395629231710586,-0.5506991463450934,10603.90715090857,575.84,0.0,0.0
2025-12-09 04:00:00,22.0,42.00404149664463,2.106620559283741,7904.761233113133,575.84,0.0,0.0
2025-12-09 05:00:00,22.0,39.19756088299135,5.224932352231835,4737.367212544034,575.84,0.0,0.0
2025-12-09 06:00:00,22.0,40.747700130743304,3.50255541028522,6486.8543675568935,1439.6,0.0,0.0
2025-12-09 07:00:00,22.0,40.637368914432685,3.6251456506303543,6362.334556828729,1937.555,210.035,0.0
2025-12-09 08:00:00,22.0,40.91167810295494,3.320357663383405,6671.919906994943,9490.4392,8050.8392,0.0
2025-12-09 09:00:00,22.0,39.22657281990831,5.192696866768543,4770.1100845485225,10056.4722,9192.7122,0.0
2025-12-09 10:00:00,22.0,36.53471913838506,8.183645401794381,1732.0840195813757,10276.3148,9412.5548,0.0
2025-12-09 11:00:00,22.0,38.70314278752661,5.774285791637102,4179.366950002532,9896.0112,8888.2912,0.0
2025-12-09 12:00:00,22.0,40.09500277242577,4.2277746973047,5750.220128959727,10874.4552,9722.7752,0.0
2025-12-09 13:00:00,22.0,41.53810878328928,2.62432357412302,7378.909572820284,10994.7649,9987.0449,0.0
2025-12-09 14:00:00,22.0,38.05882238503757,6.490197349958256,3452.186943753405,1567.645,703.885,0.0
2025-12-09 15:00:00,22.0,39.1092969615985,5.323003376001669,4637.752550860071,995.85,132.09,0.0
2025-12-09 16:00:00,22.0,41.462634711872134,2.7081836534754067,7293.729535818891,863.76,0.0,0.0
2025-12-09 17:00:00,22.0,39.32142601135779,5.087304431824679,4877.161396418398,1439.6,0.0,0.0
2025-12-09 18:00:00,22.0,42.85919835589773,1.1564462712247394,8869.891264466181,1727.52,0.0,0.0
2025-12-09 19:00:00,22.0,43.2741079276537,0.6954356359403264,9338.158207149969,2015.44,0.0,0.0
2025-12-09 20:00:00,22.0,43.9299954399363,-0.0333282665958859,10078.392853512109,1727.52,0.0,0.0
2025-12-09 21:00:00,22.0,45.27729934812013,-1.5303326090223646,11598.960044288382,1439.6,0.0,0.0
2025-12-09 22:00:00,22.0,44.79313433527475,-0.9923714836386116,11052.531410791085,1151.68,0.0,0.0
2025-12-09 23:00:00,22.0,43.50460571196125,0.4393269867097289,9598.298006519464,863.76,0.0,0.0
2025-12-10 00:00:00,22.0,47.75646741661316,-4.284963796236846,14396.949126389616,575.84,0.0,0.0
2025-12-10 01:00:00,22.0,44.697996725387426,-0.8866630282082557,10945.15910427225,575.84,0.0,0.0
2025-12-10 02:00:00,22.0,44.90780584833239,-1.1197842759248724,11181.949680427933,575.84,0.0,0.0
2025-12-10 03:00:00,22.0,44.3688095190911,-0.5208994656567774,10573.638423246219,575.84,0.0,0.0
2025-12-10 04:00:00,22.0,42.33067977422664,1.7436891397481815,8273.405193192186,575.84,0.0,0.0
2025-12-10 05:00:00,22.0,42.943013196978185,1.0633186700242343,8964.484694109582,575.84,0.0,0.0
2025-12-10 06:00:00,22.0,41.235587328569736,2.960458523811406,7037.483859023804,1439.6,0.0,0.0
2025-12-10 07:00:00,22.0,39.87969510440286,4.467005439552377,5507.223894829072,1883.41,155.89,0.0
2025-12-10 08:00:00,22.0,41.2078573606851,2.9912695992387865,7006.187817269201,11132.2766,9692.6766,0.0
2025-12-10 09:00:00,22.0,39.015885358263596,5.426794046373787,4532.328215336294,10663.5408,9799.7808,0.0
2025-12-10 10:00:00,22.0,39.43372623935516,4.962526400716491,5003.903433736234,10161.3283,9297.5683,0.0
2025-12-10 11:00:00,22.0,38.861494228855165,5.598339745716482,4358.082386685939,9865.3154,8857.5954,0.0
2025-12-10 12:00:00,22.0,39.079710513661,5.355877207043336,4604.361285717803,10826.1567,9674.4767,0.0
2025-12-10 13:00:00,22.0,37.77472229798496,6.8058641133500455,3131.5515855058243,10913.4004,9905.6804,0.0
2025-12-10 14:00:00,22.0,38.83534807014316,5.627391033174263,4328.573831963573,1443.885,580.125,0.0
2025-12-10 15:00:00,22.0,38.84423632595841,5.617515193379538,4338.605117476665,948.845,85.085,0.0
2025-12-10 16:00:00,22.0,40.33153125321235,3.9649652742085033,6017.166172375456,863.76,0.0,0.0
2025-12-10 17:00:00,22.0,44.05566926007751,-0.1729658445305659,10220.228326923476,1439.6,0.0,0.0
2025-12-10 18:00:00,22.0,42.04353685102053,2.062736832199417,7949.335690061767,1727.52,0.0,0.0
2025-12-10 19:00:00,22.0,42.91738024308681,1.091799729903551,8935.555342347776,2015.44,0.0,0.0
2025-12-10 20:00:00,22.0,43.46332731312377,0.4851918743069215,9551.711205591488,1727.52,0.0,0.0
2025-12-10 21:00:00,22.0,45.714296960905905,-2.0158855121176726,12092.155550078405,1439.6,0.0,0.0
2025-12-10 22:00:00,22.0,47.369536943621895,-3.855041048468778,13960.259394571673,1151.68,0.0,0.0
2025-12-10 23:00:00,22.0,44.45304101383095,-0.6144900153677173,10668.70208820961,863.76,0.0,0.0
2025-12-11 00:00:00,22.0,46.192491801761506,-2.547213113068338,12631.846247468036,575.84,0.0,0.0
2025-12-11 01:00:00,22.0,45.26909368880766,-1.5212152097862817,11589.699137188323,575.84,0.0,0.0
2025-12-11 02:00:00,22.0,45.72431959742291,-2.027021774914345,12103.4670976515,575.84,0.0,0.0
2025-12-11 03:00:00,22.0,44.656495698664045,-0.8405507762933795,10898.321045512243,575.84,0.0,0.0
2025-12-11 04:00:00,22.0,44.70871362628445,-0.8985706958716163,10957.25419862463,575.84,0.0,0.0
2025-12-11 05:00:00,22.0,44.774299022845966,-0.9714433587177392,11031.27387718396,575.84,0.0,0.0
2025-12-11 06:00:00,22.0,41.247283010616414,2.947463321537314,7050.683605781685,1439.6,0.0,0.0
2025-12-11 07:00:00,22.0,42.25386759643794,1.8290360039578428,8186.714969339862,1806.06,78.54,0.0
2025-12-11 08:00:00,22.0,40.00488733438934,4.327902961789621,5648.515845591807,2089.34,649.74,0.0
2025-12-11 09:00:00,22.0,38.81558718830469,5.649347568550345,4306.271700720674,2063.28,1199.52,0.0
2025-12-11 10:00:00,22.0,40.038571434461566,4.290476183931591,5686.531720933324,2313.18,1449.42,0.0
