STATIONS_ID,datetime,  QN,diffuse_radiation_J_cm2,global_radiation_J_cm2,sunshine_duration_min,longwave_radiation_J_cm2,eor,GHI_W_m2,DHI_W_m2
2559,2024-11-28 11:20:00,3,1.3,1.3,0.0,,eor,216.7,216.7
2559,2024-11-28 11:30:00,3,1.2,1.2,0.0,,eor,200.0,200.0
2559,2024-11-28 11:40:00,3,0.6,0.6,0.0,,eor,100.0,100.0
2559,2024-11-28 11:50:00,3,0.8,0.8,0.0,,eor,133.3,133.3
2559,2024-11-28 12:00:00,3,0.8,0.8,0.0,,eor,133.3,133.3
2559,2024-11-28 12:10:00,3,1.8,1.8,0.0,,eor,300.0,300.0
2559,2024-11-28 12:20:00,3,1.8,1.8,0.0,,eor,300.0,300.0
2559,2024-11-28 12:30:00,3,2.0,2.0,0.0,,eor,333.3,333.3
2559,2024-11-28 12:40:00,3,2.5,2.5,0.0,,eor,416.7,416.7
2559,2024-11-28 12:50:00,3,3.3,3.3,0.0,,eor,550.0,550.0
2559,2024-11-28 13:00:00,3,2.2,2.2,0.0,,eor,366.7,366.7
2559,2024-11-28 13:10:00,3,2.9,2.9,0.0,,eor,483.3,483.3
2559,2024-11-28 13:20:00,3,3.7,3.7,0.0,,eor,616.7,616.7
2559,2024-11-28 13:30:00,3,2.6,2.6,0.0,,eor,433.3,433.3
2559,2024-11-28 13:40:00,3,1.1,1.1,0.0,,eor,183.3,183.3
2559,2024-11-28 13:50:00,3,3.6,3.6,0.0,,eor,600.0,600.0
2559,2024-11-28 14:00:00,3,4.9,5.7,0.033,,eor,950.0,816.7
2559,2024-11-28 14:10:00,3,5.0,5.1,0.0,,eor,850.0,833.4
2559,2024-11-28 14:20:00,3,4.7,7.2,0.067,,eor,1200.0,783.3
2559,2024-11-28 14:30:00,3,2.9,3.8,0.05,,eor,633.3,483.3
2559,2024-11-28 14:40:00,3,3.1,4.2,0.05,,eor,700.0,516.7
2559,2024-11-28 14:50:00,3,2.3,4.8,0.167,,eor,800.0,383.3
2559,2024-11-28 15:00:00,3,1.7,2.2,0.05,,eor,366.7,283.3
2559,2024-11-28 15:10:00,3,1.3,1.4,0.0,,eor,233.3,216.7
2559,2024-11-28 15:20:00,3,0.7,0.7,0.0,,eor,116.7,116.7
2559,2024-11-28 15:30:00,3,0.2,0.2,0.0,,eor,33.3,33.3
2559,2024-11-28 15:40:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 15:50:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 16:00:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 16:10:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 16:20:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 16:30:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 16:40:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 16:50:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 17:00:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 17:10:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 17:20:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 17:30:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 17:40:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 17:50:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 18:00:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 18:10:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 18:20:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 18:30:00,3,0.0,0.0,0.0,,eor,0.0,0.0
2559,2024-11-28 18:40:00,3,0.0,0.0,0.0,,eor,0.0,0.0
